,id,name,category,source,qasm_path,num_qubits,initial_depth,initial_two_qubit_gates,initial_two_qubit_depth,initial_total_gates,gate_density,two_qubit_ratio,created_at,optimizer_chain,original_circuit
953,954,artifact_artifact_tof_3__wisq_rules__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__wisq_rules/qiskit_standard.qasm,5,47,26,25,65,13.0,0.4,2026-03-05 20:39:56,wisq_rules,tof_3
954,955,artifact_artifact_tof_3__wisq_rules__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__wisq_rules/qiskit_ai.qasm,5,61,34,32,85,17.0,0.4,2026-03-05 20:39:56,wisq_rules,tof_3
955,956,artifact_artifact_tof_3__wisq_rules__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__wisq_rules/wisq_bqskit.qasm,5,45,16,14,67,13.4,0.23880597014925373,2026-03-05 20:39:56,wisq_rules,tof_3
956,957,artifact_artifact_tof_3__wisq_rules__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__wisq_rules/wisq_rules.qasm,5,45,16,14,67,13.4,0.23880597014925373,2026-03-05 20:39:56,wisq_rules,tof_3
957,958,artifact_artifact_qv_N014_12345__qiskit_standard__tket,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__qiskit_standard/tket.qasm,14,173,267,42,1722,123.0,0.15505226480836237,2026-03-05 20:39:56,qiskit_standard,qv_N014_12345
958,959,artifact_artifact_qv_N014_12345__qiskit_standard__qiskit_standard,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__qiskit_standard/qiskit_standard.qasm,14,321,543,129,2225,158.92857142857142,0.2440449438202247,2026-03-05 20:39:56,qiskit_standard,qv_N014_12345
959,960,artifact_artifact_qv_N014_12345__qiskit_standard__qiskit_ai,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__qiskit_standard/qiskit_ai.qasm,14,345,591,149,2271,162.21428571428572,0.26023778071334214,2026-03-05 20:39:56,qiskit_standard,qv_N014_12345
960,961,artifact_artifact_qv_N014_12345__qiskit_standard__wisq_bqskit,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__qiskit_standard/wisq_bqskit.qasm,14,492,501,199,2203,157.35714285714286,0.2274171584203359,2026-03-05 20:39:56,qiskit_standard,qv_N014_12345
961,962,artifact_artifact_qv_N014_12345__qiskit_standard__wisq_rules,qv,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qv_N014_12345__qiskit_standard/wisq_rules.qasm,14,422,496,194,2109,150.64285714285714,0.23518255097202465,2026-03-05 20:39:56,qiskit_standard,qv_N014_12345
962,963,artifact_artifact_real_amplitudes_12__wisq_bqskit__tket,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_12__wisq_bqskit/tket.qasm,12,35,22,13,160,13.333333333333334,0.1375,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_12
963,964,artifact_artifact_real_amplitudes_12__wisq_bqskit__qiskit_standard,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_12__wisq_bqskit/qiskit_standard.qasm,12,25,22,13,166,13.833333333333334,0.13253012048192772,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_12
964,965,artifact_artifact_real_amplitudes_12__wisq_bqskit__qiskit_ai,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_12__wisq_bqskit/qiskit_ai.qasm,12,25,22,13,166,13.833333333333334,0.13253012048192772,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_12
965,966,artifact_artifact_real_amplitudes_12__wisq_bqskit__wisq_bqskit,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_12__wisq_bqskit/wisq_bqskit.qasm,12,25,22,13,166,13.833333333333334,0.13253012048192772,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_12
966,967,artifact_artifact_real_amplitudes_12__wisq_bqskit__wisq_rules,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_12__wisq_bqskit/wisq_rules.qasm,12,25,22,13,166,13.833333333333334,0.13253012048192772,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_12
967,968,artifact_artifact_mod_red_21__wisq_rules__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__wisq_rules/tket.qasm,11,161,91,76,258,23.454545454545453,0.35271317829457366,2026-03-05 20:39:56,wisq_rules,mod_red_21
968,969,artifact_artifact_mod_red_21__wisq_rules__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__wisq_rules/qiskit_standard.qasm,11,329,220,172,561,51.0,0.39215686274509803,2026-03-05 20:39:56,wisq_rules,mod_red_21
969,970,artifact_artifact_mod_red_21__wisq_rules__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__wisq_rules/qiskit_ai.qasm,11,361,272,215,553,50.27272727272727,0.4918625678119349,2026-03-05 20:39:56,wisq_rules,mod_red_21
970,971,artifact_artifact_mod_red_21__wisq_rules__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__wisq_rules/wisq_bqskit.qasm,11,241,88,68,419,38.09090909090909,0.2100238663484487,2026-03-05 20:39:56,wisq_rules,mod_red_21
971,972,artifact_artifact_mod_red_21__wisq_rules__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_red_21__wisq_rules/wisq_rules.qasm,11,216,92,77,373,33.90909090909091,0.24664879356568364,2026-03-05 20:39:56,wisq_rules,mod_red_21
972,973,artifact_artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai__tket,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai/tket.qasm,12,140,120,60,398,33.166666666666664,0.3015075376884422,2026-03-05 20:39:56,qiskit_ai,qaoa_barabasi_albert_N12_3reps
973,974,artifact_artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai__qiskit_standard,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai/qiskit_standard.qasm,12,217,330,149,629,52.416666666666664,0.5246422893481717,2026-03-05 20:39:56,qiskit_ai,qaoa_barabasi_albert_N12_3reps
974,975,artifact_artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai__qiskit_ai,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai/qiskit_ai.qasm,12,167,297,137,417,34.75,0.7122302158273381,2026-03-05 20:39:56,qiskit_ai,qaoa_barabasi_albert_N12_3reps
975,976,artifact_artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai__wisq_bqskit,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai/wisq_bqskit.qasm,12,318,214,142,746,62.166666666666664,0.2868632707774799,2026-03-05 20:39:56,qiskit_ai,qaoa_barabasi_albert_N12_3reps
976,977,artifact_artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai__wisq_rules,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N12_3reps__qiskit_ai/wisq_rules.qasm,12,223,204,146,513,42.75,0.39766081871345027,2026-03-05 20:39:56,qiskit_ai,qaoa_barabasi_albert_N12_3reps
977,978,artifact_artifact_qft_N008__wisq_rules__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__wisq_rules/tket.qasm,8,61,56,46,108,13.5,0.5185185185185185,2026-03-05 20:39:56,wisq_rules,qft_N008
978,979,artifact_artifact_qft_N008__wisq_rules__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__wisq_rules/qiskit_standard.qasm,8,207,167,132,317,39.625,0.526813880126183,2026-03-05 20:39:56,wisq_rules,qft_N008
979,980,artifact_artifact_qft_N008__wisq_rules__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__wisq_rules/qiskit_ai.qasm,8,213,193,156,292,36.5,0.660958904109589,2026-03-05 20:39:56,wisq_rules,qft_N008
980,981,artifact_artifact_qft_N008__wisq_rules__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__wisq_rules/wisq_bqskit.qasm,8,144,57,48,280,35.0,0.20357142857142857,2026-03-05 20:39:56,wisq_rules,qft_N008
981,982,artifact_artifact_qft_N008__wisq_rules__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N008__wisq_rules/wisq_rules.qasm,8,99,56,48,155,19.375,0.36129032258064514,2026-03-05 20:39:56,wisq_rules,qft_N008
982,983,artifact_artifact_real_amplitudes_16_r2__wisq_rules__tket,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_16_r2__wisq_rules/tket.qasm,16,17,30,17,30,1.875,1.0,2026-03-05 20:39:56,wisq_rules,real_amplitudes_16_r2
983,984,artifact_artifact_real_amplitudes_16_r2__wisq_rules__qiskit_standard,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_16_r2__wisq_rules/qiskit_standard.qasm,16,17,30,17,30,1.875,1.0,2026-03-05 20:39:56,wisq_rules,real_amplitudes_16_r2
984,985,artifact_artifact_real_amplitudes_16_r2__wisq_rules__qiskit_ai,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_16_r2__wisq_rules/qiskit_ai.qasm,16,29,30,17,222,13.875,0.13513513513513514,2026-03-05 20:39:56,wisq_rules,real_amplitudes_16_r2
985,986,artifact_artifact_real_amplitudes_16_r2__wisq_rules__wisq_bqskit,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_16_r2__wisq_rules/wisq_bqskit.qasm,16,60,22,15,142,8.875,0.15492957746478872,2026-03-05 20:39:56,wisq_rules,real_amplitudes_16_r2
986,987,artifact_artifact_real_amplitudes_16_r2__wisq_rules__wisq_rules,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_16_r2__wisq_rules/wisq_rules.qasm,16,29,30,17,222,13.875,0.13513513513513514,2026-03-05 20:39:56,wisq_rules,real_amplitudes_16_r2
987,988,artifact_artifact_real_amplitudes_8_r2__wisq_bqskit__tket,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8_r2__wisq_bqskit/tket.qasm,8,10,6,3,19,2.375,0.3157894736842105,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_8_r2
988,989,artifact_artifact_real_amplitudes_8_r2__wisq_bqskit__qiskit_standard,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8_r2__wisq_bqskit/qiskit_standard.qasm,8,10,6,3,21,2.625,0.2857142857142857,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_8_r2
989,990,artifact_artifact_real_amplitudes_8_r2__wisq_bqskit__qiskit_ai,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8_r2__wisq_bqskit/qiskit_ai.qasm,8,11,6,3,25,3.125,0.24,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_8_r2
990,991,artifact_artifact_real_amplitudes_8_r2__wisq_bqskit__wisq_bqskit,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8_r2__wisq_bqskit/wisq_bqskit.qasm,8,3,6,3,6,0.75,1.0,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_8_r2
991,992,artifact_artifact_real_amplitudes_8_r2__wisq_bqskit__wisq_rules,real_amplitudes,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_real_amplitudes_8_r2__wisq_bqskit/wisq_rules.qasm,8,11,6,3,25,3.125,0.24,2026-03-05 20:39:56,wisq_bqskit,real_amplitudes_8_r2
992,993,artifact_artifact_mod_mult_55__tket__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_mult_55__tket/tket.qasm,9,67,48,28,147,16.333333333333332,0.32653061224489793,2026-03-05 20:39:56,tket,mod_mult_55
993,994,artifact_artifact_mod_mult_55__tket__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_mult_55__tket/qiskit_standard.qasm,9,107,104,56,228,25.333333333333332,0.45614035087719296,2026-03-05 20:39:56,tket,mod_mult_55
994,995,artifact_artifact_mod_mult_55__tket__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_mult_55__tket/qiskit_ai.qasm,9,114,114,71,209,23.22222222222222,0.5454545454545454,2026-03-05 20:39:56,tket,mod_mult_55
995,996,artifact_artifact_mod_mult_55__tket__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_mult_55__tket/wisq_bqskit.qasm,9,92,40,31,199,22.11111111111111,0.20100502512562815,2026-03-05 20:39:56,tket,mod_mult_55
996,997,artifact_artifact_mod_mult_55__tket__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_mod_mult_55__tket/wisq_rules.qasm,9,54,43,29,119,13.222222222222221,0.36134453781512604,2026-03-05 20:39:56,tket,mod_mult_55
997,998,artifact_artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules__tket,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules/tket.qasm,6,54,39,32,141,23.5,0.2765957446808511,2026-03-05 20:39:56,wisq_rules,qaoa_barabasi_albert_N6_3reps
998,999,artifact_artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules__qiskit_standard,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules/qiskit_standard.qasm,6,140,95,74,275,45.833333333333336,0.34545454545454546,2026-03-05 20:39:56,wisq_rules,qaoa_barabasi_albert_N6_3reps
999,1000,artifact_artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules__qiskit_ai,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules/qiskit_ai.qasm,6,135,111,86,255,42.5,0.43529411764705883,2026-03-05 20:39:56,wisq_rules,qaoa_barabasi_albert_N6_3reps
1000,1001,artifact_artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules__wisq_bqskit,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules/wisq_bqskit.qasm,6,68,39,32,183,30.5,0.21311475409836064,2026-03-05 20:39:56,wisq_rules,qaoa_barabasi_albert_N6_3reps
1001,1002,artifact_artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules__wisq_rules,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N6_3reps__wisq_rules/wisq_rules.qasm,6,68,39,32,183,30.5,0.21311475409836064,2026-03-05 20:39:56,wisq_rules,qaoa_barabasi_albert_N6_3reps
1002,1003,artifact_artifact_tof_3__qiskit_ai__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__qiskit_ai/tket.qasm,5,0,0,0,0,0.0,0.0,2026-03-05 20:39:56,qiskit_ai,tof_3
1003,1004,artifact_artifact_tof_3__qiskit_ai__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__qiskit_ai/qiskit_standard.qasm,5,0,0,0,0,0.0,0.0,2026-03-05 20:39:56,qiskit_ai,tof_3
1004,1005,artifact_artifact_tof_3__qiskit_ai__qiskit_ai,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__qiskit_ai/qiskit_ai.qasm,5,8,0,0,12,2.4,0.0,2026-03-05 20:39:56,qiskit_ai,tof_3
1005,1006,artifact_artifact_tof_3__qiskit_ai__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__qiskit_ai/wisq_bqskit.qasm,5,0,0,0,0,0.0,0.0,2026-03-05 20:39:56,qiskit_ai,tof_3
1006,1007,artifact_artifact_tof_3__qiskit_ai__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_tof_3__qiskit_ai/wisq_rules.qasm,5,1,0,0,1,0.2,0.0,2026-03-05 20:39:56,qiskit_ai,tof_3
1007,1008,artifact_artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit__tket,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit/tket.qasm,15,185,136,91,609,40.6,0.2233169129720854,2026-03-05 20:39:56,wisq_bqskit,qaoa_barabasi_albert_N15_3reps
1008,1009,artifact_artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit__qiskit_standard,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit/qiskit_standard.qasm,15,580,660,344,1357,90.46666666666667,0.4863669859985262,2026-03-05 20:39:57,wisq_bqskit,qaoa_barabasi_albert_N15_3reps
1009,1010,artifact_artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit__qiskit_ai,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit/qiskit_ai.qasm,15,607,727,416,1332,88.8,0.5457957957957958,2026-03-05 20:39:57,wisq_bqskit,qaoa_barabasi_albert_N15_3reps
1010,1011,artifact_artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit__wisq_bqskit,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit/wisq_bqskit.qasm,15,249,135,90,823,54.86666666666667,0.16403402187120292,2026-03-05 20:39:57,wisq_bqskit,qaoa_barabasi_albert_N15_3reps
1011,1012,artifact_artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit__wisq_rules,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N15_3reps__wisq_bqskit/wisq_rules.qasm,15,222,135,92,740,49.333333333333336,0.18243243243243243,2026-03-05 20:39:57,wisq_bqskit,qaoa_barabasi_albert_N15_3reps
1012,1013,artifact_artifact_qft_N013__wisq_rules__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N013__wisq_rules/tket.qasm,13,162,160,130,281,21.615384615384617,0.5693950177935944,2026-03-05 20:39:57,wisq_rules,qft_N013
1013,1014,artifact_artifact_qft_N013__wisq_rules__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N013__wisq_rules/qiskit_standard.qasm,13,767,938,576,1299,99.92307692307692,0.7220939183987682,2026-03-05 20:39:57,wisq_rules,qft_N013
1014,1015,artifact_artifact_qft_N013__wisq_rules__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N013__wisq_rules/qiskit_ai.qasm,13,759,976,650,1162,89.38461538461539,0.8399311531841652,2026-03-05 20:39:57,wisq_rules,qft_N013
1015,1016,artifact_artifact_qft_N013__wisq_rules__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N013__wisq_rules/wisq_bqskit.qasm,13,225,166,134,352,27.076923076923077,0.4715909090909091,2026-03-05 20:39:57,wisq_rules,qft_N013
1016,1017,artifact_artifact_qft_N013__wisq_rules__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N013__wisq_rules/wisq_rules.qasm,13,228,162,137,348,26.76923076923077,0.46551724137931033,2026-03-05 20:39:57,wisq_rules,qft_N013
1017,1018,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai__tket,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai/tket.qasm,14,156,144,68,488,34.857142857142854,0.29508196721311475,2026-03-05 20:39:57,qiskit_ai,qaoa_barabasi_albert_N14_3reps
1018,1019,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai__qiskit_standard,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai/qiskit_standard.qasm,14,271,451,196,820,58.57142857142857,0.55,2026-03-05 20:39:57,qiskit_ai,qaoa_barabasi_albert_N14_3reps
1019,1020,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai__qiskit_ai,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai/qiskit_ai.qasm,14,230,388,186,530,37.857142857142854,0.7320754716981132,2026-03-05 20:39:57,qiskit_ai,qaoa_barabasi_albert_N14_3reps
1020,1021,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai__wisq_bqskit,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai/wisq_bqskit.qasm,14,274,290,186,676,48.285714285714285,0.4289940828402367,2026-03-05 20:39:57,qiskit_ai,qaoa_barabasi_albert_N14_3reps
1021,1022,artifact_artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai__wisq_rules,qaoa,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qaoa_barabasi_albert_N14_3reps__qiskit_ai/wisq_rules.qasm,14,249,251,170,616,44.0,0.4074675324675325,2026-03-05 20:39:57,qiskit_ai,qaoa_barabasi_albert_N14_3reps
1022,1023,artifact_artifact_qft_N011__qiskit_standard__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N011__qiskit_standard/tket.qasm,11,110,110,38,439,39.90909090909091,0.2505694760820046,2026-03-05 20:39:57,qiskit_standard,qft_N011
1023,1024,artifact_artifact_qft_N011__qiskit_standard__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N011__qiskit_standard/qiskit_standard.qasm,11,179,258,110,592,53.81818181818182,0.4358108108108108,2026-03-05 20:39:57,qiskit_standard,qft_N011
1024,1025,artifact_artifact_qft_N011__qiskit_standard__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N011__qiskit_standard/qiskit_ai.qasm,11,190,256,117,590,53.63636363636363,0.43389830508474575,2026-03-05 20:39:57,qiskit_standard,qft_N011
1025,1026,artifact_artifact_qft_N011__qiskit_standard__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N011__qiskit_standard/wisq_bqskit.qasm,11,211,216,130,519,47.18181818181818,0.4161849710982659,2026-03-05 20:39:57,qiskit_standard,qft_N011
1026,1027,artifact_artifact_qft_N011__qiskit_standard__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_N011__qiskit_standard/wisq_rules.qasm,11,195,189,119,490,44.54545454545455,0.38571428571428573,2026-03-05 20:39:57,qiskit_standard,qft_N011
1027,1028,artifact_artifact_ham15-med__qiskit_standard__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_ham15-med__qiskit_standard/tket.qasm,17,939,502,393,1576,92.70588235294117,0.31852791878172587,2026-03-05 20:39:57,qiskit_standard,ham15-med
1028,1029,artifact_artifact_ham15-med__qiskit_standard__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_ham15-med__qiskit_standard/qiskit_standard.qasm,17,1674,1419,1018,2793,164.2941176470588,0.5080558539205156,2026-03-05 20:39:57,qiskit_standard,ham15-med
1029,1030,artifact_artifact_ham15-med__qiskit_standard__wisq_bqskit,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_ham15-med__qiskit_standard/wisq_bqskit.qasm,17,1584,1172,954,2477,145.7058823529412,0.4731530076705692,2026-03-05 20:39:57,qiskit_standard,ham15-med
1030,1031,artifact_artifact_ham15-med__qiskit_standard__wisq_rules,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_ham15-med__qiskit_standard/wisq_rules.qasm,17,1397,1099,811,2382,140.11764705882354,0.46137699412258604,2026-03-05 20:39:57,qiskit_standard,ham15-med
1031,1032,artifact_artifact_qft_12__qiskit_ai__tket,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_12__qiskit_ai/tket.qasm,12,121,132,46,512,42.666666666666664,0.2578125,2026-03-05 20:39:57,qiskit_ai,qft_12
1032,1033,artifact_artifact_qft_12__qiskit_ai__qiskit_standard,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_12__qiskit_ai/qiskit_standard.qasm,12,203,340,133,748,62.333333333333336,0.45454545454545453,2026-03-05 20:39:57,qiskit_ai,qft_12
1033,1034,artifact_artifact_qft_12__qiskit_ai__qiskit_ai,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_12__qiskit_ai/qiskit_ai.qasm,12,178,335,127,511,42.583333333333336,0.6555772994129159,2026-03-05 20:39:57,qiskit_ai,qft_12
1034,1035,artifact_artifact_qft_12__qiskit_ai__wisq_bqskit,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_12__qiskit_ai/wisq_bqskit.qasm,12,505,316,181,1237,103.08333333333333,0.25545675020210185,2026-03-05 20:39:57,qiskit_ai,qft_12
1035,1036,artifact_artifact_qft_12__qiskit_ai__wisq_rules,qft,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_qft_12__qiskit_ai/wisq_rules.qasm,12,477,326,194,1230,102.5,0.26504065040650404,2026-03-05 20:39:57,qiskit_ai,qft_12
1036,1037,artifact_artifact_grover_5__qiskit_ai__tket,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_grover_5__qiskit_ai/tket.qasm,9,3,0,0,18,2.0,0.0,2026-03-05 20:39:57,qiskit_ai,grover_5
1037,1038,artifact_artifact_grover_5__qiskit_ai__qiskit_standard,feynman,artifact,/home/lbaird/repos/qdev-laura/data/artifacts_step2/artifact_grover_5__qiskit_ai/qiskit_standard.qasm,9,3,0,0,18,2.0,0.0,2026-03-05 20:39:57,qiskit_ai,grover_5
